Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
Axis Estrategia 14 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Estrategia 15 - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Estrategia 15 - Clase B,ARS,2026-04-08,1.0,2144.696,0.95,14.254,36.576
Axis Estrategia 16 - Clase A,ARS,2026-04-08,1.0,1446.916,0.602,8.624,40.44
Axis Estrategia 16 - Clase B,ARS,2026-04-08,1.0,1910.384,0.602,8.624,40.439
Axis Estrategia 18 - Clase A,ARS,2026-04-08,1.0,1888.893,0.615,10.937,43.174
Axis Estrategia 18 - Clase B,ARS,2026-04-08,1.0,2025.872,0.63,11.176,44.326
Axis Estrategia 18 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1410.957,0.615,10.937,43.175
Axis Estrategia 18 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Estrategia 19 - Clase A,ARS,2026-04-08,1.0,1791.598,0.454,7.864,35.187
Axis Estrategia 19 - Clase B,ARS,2026-04-08,1.0,1776.663,0.457,7.907,35.391
Axis Estrategia 20 - Clase A,ARS,2026-04-08,1.0,1982.405,0.313,7.442,37.8
Axis Estrategia 20 - Clase B,ARS,2026-04-08,1.0,2004.948,0.313,7.442,37.8
Axis Estrategia 20 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1154.335,0.313,7.389,
Axis Estrategia 20 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Axis Estrategia 21 - Clase A,ARS,2026-04-08,1.0,1538.018,-1.059,-2.837,32.311
Axis Estrategia 21 - Clase B,ARS,2026-04-08,1.0,1538.182,-1.059,-2.837,32.313
Axis Estrategia 29 - Clase A,ARS,2026-04-08,1.0,1000,,,
Axis Estrategia 29 - Clase B,ARS,2026-04-08,1.0,993.342,,,
Axis Estrategia 29 - Clase C,ARS,2026-04-08,1.0,1000,,,
Axis Estrategia 29 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,,,
Axis Estrategia 29 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,,,
Axis Estrategia 31 - Clase A,ARS,2026-04-08,1.0,1377.141,0.617,10.272,
Axis Estrategia 31 - Clase B,ARS,2026-04-08,1.0,1377.224,0.617,10.271,
Axis Estrategia 31 - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Axis Estrategia 31 - Clase X  Ley N° 27.743,ARS,2026-04-08,1.0,1238.667,0.0,2.021,
Axis Estrategia 31 - Clase Y  Ley N° 27.743,ARS,2026-04-08,1.0,1354.838,0.617,10.271,
Axis Estrategia 5 - Clase A,ARS,2026-04-08,1.0,8996.747,-1.182,1.85,47.717
Axis Estrategia 5 - Clase B,ARS,2026-04-08,1.0,9193.026,-1.182,1.85,47.717
Axis Estrategia 5 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1331.961,-1.182,1.851,47.717
Axis Estrategia 5 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Estrategia 6 - Clase A,ARS,2026-04-08,1.0,5591.116,0.858,8.08,35.101
Axis Estrategia 6 - Clase B,ARS,2026-04-08,1.0,5664.121,0.861,8.123,35.305
Axis Estrategia 6 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1320.775,0.0,1.047,26.31
Axis Estrategia 6 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Gestión 2 - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Axis Gestión 2 - Clase B,ARS,2026-04-08,1.0,1028.719,0.489,,
Axis Gestión 2 - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Axis Gestión 3 - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Axis Gestión 3 - Clase B,ARS,2026-04-08,1.0,1029.754,0.173,,
Axis Gestión 3 - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Axis S&C Argentina Absolute Return - Clase A,ARS,2026-04-08,1.0,10909.331,0.344,3.429,40.538
Axis S&C Argentina Absolute Return - Clase B,ARS,2026-04-08,1.0,9302.06,0.344,3.429,40.537
Axis S&C Argentina Absolute Return - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1752.943,0.0,2.958,39.898
Axis S&C Argentina Absolute Return - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1601.292,0.0,0.456,36.498
Bamba Agronegocios - Clase A,ARS,2026-04-08,1.0,2196.425,,,
Bamba Agronegocios - Clase B,ARS,2026-04-08,1.0,2206.363,,,
Bamba Agronegocios - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,,,
Bamba Agronegocios - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,,,
Bursátil X Retorno Absoluto - Clase A,ARS,2026-04-08,1.0,951.234,0.652,-6.258,
Bursátil X Retorno Absoluto - Clase B,ARS,2026-04-08,1.0,951.34,0.652,-6.258,
Bursátil X Retorno Absoluto - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Bursátil X Retorno Absoluto - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Bursátil X Retorno Absoluto - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Chimpay Pesos Moderado - Clase A,ARS,2026-04-08,1.0,1000.543,0.0,,
Chimpay Pesos Moderado - Clase B,ARS,2026-04-08,1.0,1021.877,0.377,,
Chimpay Pesos Moderado - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Cocos Rendimiento - Clase A,ARS,2026-04-08,1.0,10769.223,0.444,7.394,37.562
Cocos Rendimiento - Clase B,ARS,2026-04-08,1.0,10820.2,0.444,7.394,37.562
Cocos Rendimiento - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Cocos Rendimiento - Clase D,ARS,2026-04-08,1.0,71.112,0.0,0.0,0.0
Compass Renta Mixta V - Clase A,ARS,2026-04-08,1.0,969.109,0.836,-2.355,
Compass Renta Mixta V - Clase B,ARS,2026-04-08,1.0,966.506,0.828,-2.508,
Compass Renta Mixta V - Clase C,ARS,2026-04-08,1.0,969.109,0.836,-2.355,
Compass Renta Mixta V - Clase H Ley N° 27.743,ARS,2026-04-08,1.0,969.109,0.836,-2.355,
Compass Renta Mixta V - Clase I Ley N° 27.743,ARS,2026-04-08,1.0,969.109,0.836,-2.355,
Compass Renta Mixta VI - Clase A,ARS,2026-04-08,1.0,1008.702,1.032,2.028,
Compass Renta Mixta VI - Clase B,ARS,2026-04-08,1.0,1016.95,1.071,2.666,
Compass Renta Mixta VI - Clase C,ARS,2026-04-08,1.0,1018.946,1.054,2.562,
Compass Renta Mixta VI - Clase H - Ley Nº 27.743,ARS,2026-04-08,1.0,1021.755,1.071,2.845,
Compass Renta Mixta VI - Clase I - Ley Nº 27.743,ARS,2026-04-08,1.0,1021.755,1.071,2.845,
Consultatio Renta Balanceada - Clase A,ARS,2026-04-08,1.0,743524.426,1.178,16.665,61.283
Consultatio Renta Balanceada - Clase B,ARS,2026-04-08,1.0,763778.39,1.178,16.665,61.283
Consultatio Renta Balanceada - Clase C,ARS,2026-04-08,1.0,702109.469,1.166,16.472,60.294
CYC Renta Mixta - Clase A,ARS,2026-04-08,1.0,12241.351,-0.455,1.752,54.908
CYC Renta Mixta - Clase B,ARS,2026-04-08,1.0,131456.367,-0.455,1.752,54.734
CYC Renta Mixta - Clase C,ARS,2026-04-08,1.0,1000,,,
CYC Renta Mixta - Clase D,ARS,2026-04-08,1.0,1000,,,
CYC Renta Mixta - Clase E Ley N° 27.743,ARS,2026-04-08,1.0,1041.009,-0.455,1.752,19.709
FBA Renta Mixta - Clase A,ARS,2026-04-08,1.0,21466.937,0.028,6.561,42.79
FBA Renta Mixta - Clase B,ARS,2026-04-08,1.0,37336.749,0.049,6.863,44.299
FBA Renta Mixta - Clase J Ley N° 27.743,ARS,2026-04-08,1.0,21468.686,0.028,6.561,42.79
FBA Renta Mixta - Clase K Ley N° 27.743,ARS,2026-04-08,1.0,20756.3,,,
First Renta Mixta I - Clase A,ARS,2026-04-08,2.0,23271.039,0.72,5.308,46.969
First Renta Mixta I - Clase B,ARS,2026-04-08,2.0,14015.455,0.0,0.0,0.0
First Renta Mixta I - Clase C,ARS,2026-04-08,2.0,15235.338,0.735,5.52,48.323
First Renta Mixta I - Clase D,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Gainvest Balanceado II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado II - Clase B,ARS,2026-04-08,1.0,2150.884,0.0,0.0,57.562
Gainvest Balanceado II - Clase C,ARS,2026-04-08,1.0,6278.702,0.0,0.0,41.597
Gainvest Balanceado III - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado III - Clase B,ARS,2026-04-08,1.0,16293.526,0.547,6.386,44.372
Gainvest Balanceado III - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado V - Clase A,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Gainvest Balanceado V - Clase B,ARS,2026-04-08,2.0,2625.187,0.469,8.893,8.887
Gainvest Balanceado V - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Gainvest Balanceado VI - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado VI - Clase B,ARS,2026-04-08,1.0,518.295,0.355,6.137,43.228
Gainvest Balanceado VI - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado VII - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Balanceado VII - Clase B,ARS,2026-04-08,1.0,2593.589,0.563,-21.814,4.964
Gainvest Balanceado VII - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Global IX - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Global IX - Clase B,ARS,2026-04-08,1.0,717.267,-20.301,-62.09,-86.506
Gainvest Global IX - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Global V - Clase A,ARS,2026-04-08,1.0,6394.445,1.086,0.991,49.977
Gainvest Global V - Clase B,ARS,2026-04-08,1.0,7586.221,1.086,0.991,49.977
Gainvest Global V - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Global V - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1656.027,0.0,1.377,50.724
Gainvest Global VI - Clase A,ARS,2026-04-08,1.0,3407.571,0.0,0.0,7.646
Gainvest Global VI - Clase B,ARS,2026-04-08,1.0,1485.249,0.625,5.281,35.636
Gainvest Global VI - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Gainvest Global VII - Clase A,ARS,2026-04-08,2.0,1859.899,0.801,10.253,49.17
Gainvest Global VII - Clase B,ARS,2026-04-08,2.0,0.773,0.0,1.311,36.572
Gainvest Global VII - Clase C,ARS,2026-04-08,2.0,1811.876,0.801,10.253,49.169
Gainvest Global VIII - Clase A,ARS,2026-04-08,1.0,1271.345,0.808,9.608,27.135
Gainvest Global VIII - Clase B,ARS,2026-04-08,1.0,5180.125,0.818,9.755,-4.128
Gainvest Global VIII - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Galileo Multimercado IV - Clase A,ARS,2026-04-08,1.0,13648.256,0.178,0.273,45.395
Galileo Multimercado IX - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Galileo Multimercado IX - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Galileo Multimercado V - Clase A,ARS,2026-04-08,1.0,4114.473,0.0,0.0,1.822
Galileo Multimercado V - Clase B,ARS,2026-04-08,1.0,5915.13,0.345,0.337,32.775
Galileo Multimercado VI - Clase A,ARS,2026-04-08,1.0,1858.592,0.82,9.139,38.935
Galileo Multimercado VI - Clase B,ARS,2026-04-08,1.0,1885.411,0.835,9.36,39.982
Galileo Multimercado VII - Clase A,ARS,2026-04-08,1.0,1624.127,0.659,10.644,35.458
Galileo Multimercado VII - Clase B,ARS,2026-04-08,1.0,1617.421,0.662,10.7,35.716
Galileo Multimercado VIII - Clase A,ARS,2026-04-08,1.0,1120.346,0.344,-2.452,31.465
Galileo Multimercado VIII - Clase B,ARS,2026-04-08,1.0,1101.577,0.348,-2.401,31.688
GSS II - Clase A,ARS,2026-04-08,1.0,429142.891,0.612,10.191,43.206
GSS II - Clase B,ARS,2026-04-08,1.0,381269.495,0.603,10.052,42.526
IAM Lider Renta Pesos - Clase B,ARS,2026-04-08,1.0,1166.474,0.603,5.768,
Integrae SC Retorno Total - Clase A,ARS,2026-04-08,2.0,2705.861,,,
Integrae SC Retorno Total - Clase B,ARS,2026-04-08,2.0,3639.839,,,
Lombard Dinámico I - Clase U,ARS,2026-04-08,1.0,1554.429,0.313,9.192,39.227
MAF Renta Balanceada 2 - Clase A,ARS,2026-04-08,2.0,4504.954,0.0,0.0,0.0
MAF Renta Balanceada 2 - Clase B,ARS,2026-04-08,2.0,7291.16,0.534,5.146,34.888
MAF Renta Balanceada 2 - Clase C,ARS,2026-04-08,2.0,2462.545,,,
MAF Renta Balanceada 2 - Clase D,ARS,2026-04-08,2.0,1000,,,
MAF Renta Balanceada 2 - Clase E,ARS,2026-04-08,2.0,1462.342,,,
MAF Renta Balanceada 2 - Clase F,ARS,2026-04-08,2.0,956.409,,,
MEGAQM Acciones Latam - Clase A,ARS,2026-04-08,1.0,49315.572,0.618,13.144,47.363
MEGAQM Acciones Latam - Clase B,ARS,2026-04-08,1.0,51685.601,0.625,13.242,47.836
MEGAQM Estrategia 3 - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Estrategia 3 - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Estrategia 8 - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Estrategia 8 - Clase B,ARS,2026-04-08,1.0,713299696.174,-12.417,50719.065,67096.883
MEGAQM Estrategia 8 - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
MEGAQM Estrategia 8 - Clase D,ARS,2026-04-08,1.0,12112.995,0.0,0.0,0.0
MEGAQM Renta Mixta - Clase A,ARS,2026-04-08,1.0,89616.523,0.554,10.734,45.227
MEGAQM Renta Mixta - Clase B,ARS,2026-04-08,1.0,91961.082,0.56,10.829,45.693
Optimum Global Balanced - Clase B,ARS,2026-04-08,1.0,272099.768,0.767,3.662,36.5
Parakeet Cobalto Estrategia - Clase A,ARS,2026-04-08,1.0,1441.99,1.401,14.058,
Parakeet Cobalto Estrategia - Clase B,ARS,2026-04-08,1.0,1387.141,1.41,14.212,
Parakeet Cobalto Estrategia - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1269.666,0.0,1.533,
Parakeet Multimercado II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Multimercado II - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Multimercado II - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Parakeet Multimercado III - Clase A,ARS,2026-04-08,1.0,1024.24,0.706,,
Parakeet Multimercado III - Clase B,ARS,2026-04-08,1.0,1024.513,0.715,,
Pionero Renta Mixta I - Clase A,ARS,2026-04-08,2.0,180298.554,0.467,5.028,46.813
Pionero Renta Mixta I - Clase B,ARS,2026-04-08,2.0,148956.004,0.482,5.25,47.958
Pionero Renta Mixta I - Clase C Ley N° 27.743,ARS,2026-04-08,2.0,1787.231,0.501,5.53,49.41
Pionero Renta Mixta I RP D.596 - Clase A,ARS,2026-04-08,2.0,1885.797,,,
Pionero Renta Mixta I RP D.596 - Clase B,ARS,2026-04-08,2.0,1458.375,,,
Premier Estrategico - Clase A,ARS,2026-04-08,1.0,28385.48,0.977,6.495,39.809
Premier Estrategico - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Estrategico - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio IV - Clase A,ARS,2026-04-08,1.0,3017.925,0.0,0.0,0.0
SBS Patrimonio IV - Clase B,ARS,2026-04-08,1.0,39071.955,0.608,8.829,41.429
SBS Patrimonio IV - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SC I Renta Mixta - Clase A,ARS,2026-04-08,1.0,13050.554,0.48,7.814,36.281
SC I Renta Mixta - Clase B,ARS,2026-04-08,1.0,16467.999,0.578,9.174,38.615
SC I Renta Mixta - Clase C,ARS,2026-04-08,1.0,31559.938,0.578,9.174,38.615
SC I Renta Mixta - Clase D,ARS,2026-04-08,1.0,71582.923,0.563,8.935,36.8
SMR Fondo Comun de Inversion - Clase A,ARS,2026-04-08,1.0,18730.399,0.769,-3.81,42.275
SMR Fondo Comun de Inversion - Clase B,ARS,2026-04-08,1.0,18222.401,0.769,-3.81,42.274
SMR Fondo Comun de Inversion - Clase C,ARS,2026-04-08,1.0,18744.549,0.769,-3.81,42.275
ST Estrategico - Clase A,ARS,2026-04-08,1.0,1403.298,0.891,9.509,34.962
ST Estrategico - Clase B,ARS,2026-04-08,1.0,327720.308,0.878,9.31,34.173
ST Estrategico - Clase C,ARS,2026-04-08,1.0,1403.298,0.891,9.509,34.962
ST Gestion I - Clase A,ARS,2026-04-08,1.0,1530.356,0.771,8.774,48.247
ST Gestion I - Clase B,ARS,2026-04-08,1.0,2760.759,0.73,8.158,45.141
ST Gestion I - Clase C,ARS,2026-04-08,1.0,1528.062,0.771,8.774,48.246
ST Gestion I - Clase D,ARS,2026-04-08,1.0,71992.378,0.771,8.774,48.247
ST Gestion IV - Clase A,ARS,2026-04-08,0.0,1151.497,0.679,7.088,31.472
ST Gestion IV - Clase B,ARS,2026-04-08,0.0,121994.891,0.668,6.925,30.731
ST Gestion IV - Clase C,ARS,2026-04-08,0.0,5827.527,0.679,7.087,31.472
ST Gestion V - Clase A,ARS,2026-04-08,1.0,1452.061,0.835,-2.852,42.443
ST Gestion V - Clase B,ARS,2026-04-08,1.0,1452.061,0.835,-2.852,42.443
ST Gestion V - Clase C,ARS,2026-04-08,1.0,9183.755,0.814,-3.143,40.864
ST One Ahorro - Clase A,ARS,2026-04-08,1.0,1742.565,1.054,17.567,66.248
ST One Ahorro - Clase B,ARS,2026-04-08,1.0,169088.514,1.04,17.342,65.064
ST One Ahorro - Clase C,ARS,2026-04-08,1.0,1742.565,1.054,17.567,66.248
ST One Ahorro - Clase D,ARS,2026-04-08,1.0,1742.565,1.054,17.567,66.248
ST Renta Mixta - Clase A,ARS,2026-04-08,1.0,222875.654,,,
ST Renta Mixta - Clase B,ARS,2026-04-08,1.0,373289.004,,,
ST Renta Mixta - Clase C,ARS,2026-04-08,1.0,17083.729,,,
ST Renta Mixta - Clase D,ARS,2026-04-08,1.0,97122.138,,,
Tandem Balanceado I - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado I - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado I - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado I - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado II - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado II - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado II - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Balanceado II - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Crecimiento I - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Crecimiento I - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Crecimiento I - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Tandem Crecimiento I - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Toronto Trust Argentina 2021 - Clase A,ARS,2026-04-08,1.0,21649.193,-0.088,-0.292,45.097
Toronto Trust Argentina 2021 - Clase B,ARS,2026-04-08,1.0,22073.305,-0.083,-0.225,45.461
Toronto Trust Argentina 2021 - Clase C,ARS,2026-04-08,1.0,22386.031,-0.074,-0.091,46.192
Toronto Trust Argentina 2021 - Clase D,ARS,2026-04-08,1.0,16911.687,0.0,0.0,0.0
Toronto Trust Argentina 2021 - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1757.579,-0.088,-0.292,45.097
Toronto Trust Gestión - Clase B,ARS,2026-04-08,0.0,6918.32,0.58,9.507,47.918
Alpha Renta Balanceada Global - Clase A,ARS,2026-04-08,1.0,479768.961,0.326,2.184,44.408
Alpha Renta Balanceada Global - Clase B,ARS,2026-04-08,1.0,342137.131,0.284,1.64,42.127
Alpha Renta Balanceada Global - Clase C,ARS,2026-04-08,1.0,2.276,-0.611,3.455,-4.45
Alpha Renta Balanceada Global - Clase D,ARS,2026-04-08,1.0,2.793,-0.64,3.444,-4.48
Alpha Renta Balanceada Global - Clase I,ARS,2026-04-08,1.0,2.276,-0.611,3.455,-4.45
Delta Gestion I - Clase B,ARS,2026-04-08,1.0,491093.825,1.13,3.507,37.601
Delta Gestion II - Clase B,ARS,2026-04-08,1.0,142628.274,-0.973,-11.679,-35.317
IEB Retorno Total - Clase A,ARS,2026-04-08,2.0,99111.994,0.682,9.46,44.709
IEB Retorno Total - Clase B,ARS,2026-04-08,2.0,43251.548,0.682,9.46,39.183
IEB Retorno Total - Clase C,ARS,2026-04-08,2.0,1257.252,0.0,0.0,0.0
IEB Retorno Total - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1880.818,0.682,9.46,44.709
Max Estrategico I - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico I - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico I - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Max Estrategico I - Clase D,ARS,2026-04-08,1.0,7157.648,-0.688,12.859,25.183
SBS Multiactivos - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Multiactivos - Clase B,ARS,2026-04-08,1.0,83792.037,0.956,7.65,50.945
SBS Multiactivos - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio II - Clase FPN,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio II - Clase JPN,ARS,2026-04-08,1.0,12555.807,0.44,7.207,28.19
SBS Patrimonio II - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Tavelli Global - Clase P,ARS,2026-04-08,1.0,458811.451,1.065,3.623,34.715
Superfondo Combinado - Clase A,ARS,2026-04-08,2.0,46579.104,0.452,5.86,44.898
Superfondo Combinado - Clase B,ARS,2026-04-08,2.0,60927.779,0.51,6.716,49.311
Superfondo Combinado - Clase C,ARS,2026-04-08,2.0,57408.211,0.485,6.351,47.418
Superfondo Combinado - Clase D,ARS,2026-04-08,2.0,61184.06,0.51,6.716,49.311
Superfondo Multirenta - Clase A,ARS,2026-04-08,3.0,1141.24,0.638,-3.246,14.124
Superfondo Multirenta - Clase B,ARS,2026-04-08,3.0,1136.941,0.627,-3.402,13.694
Superfondo Multirenta - Clase C,ARS,2026-04-08,3.0,1141.24,0.638,-3.246,14.124
Superfondo Multirenta - Clase D,ARS,2026-04-08,3.0,1141.24,0.638,-3.246,14.124
Superfondo Multirenta - Clase E,ARS,2026-04-08,3.0,1141.24,0.638,-3.246,14.124
Superfondo Multirenta - Clase F,ARS,2026-04-08,3.0,1141.24,0.638,-3.246,14.124
Superfondo Renta Balance - Clase A,ARS,2026-04-08,3.0,2514.991,0.836,6.378,25.389
Superfondo Renta Balance - Clase B,ARS,2026-04-08,3.0,2492.258,0.824,6.207,24.875
Superfondo Renta Balance - Clase C,ARS,2026-04-08,3.0,2514.991,0.836,6.378,25.389
Superfondo Renta Balance - Clase D,ARS,2026-04-08,3.0,2514.991,0.836,6.378,25.389
Superfondo Renta Balance - Clase E,ARS,2026-04-08,3.0,2514.991,0.836,6.378,25.389
Superfondo Renta Balance - Clase F,ARS,2026-04-08,3.0,2514.991,0.836,6.378,25.389
Superfondo Renta Mixta - Clase A,ARS,2026-04-08,3.0,4811.499,0.763,2.959,42.542
Superfondo Renta Mixta - Clase B,ARS,2026-04-08,3.0,4734.102,0.752,2.793,41.69
Superfondo Renta Mixta - Clase C,ARS,2026-04-08,3.0,4811.499,0.763,2.959,42.542
Superfondo Renta Mixta - Clase D,ARS,2026-04-08,3.0,4811.499,0.763,2.959,42.542
Supergestion Balanceado - Clase A,ARS,2026-04-08,2.0,299451.431,0.778,1.864,47.561
Supergestion Balanceado - Clase B,ARS,2026-04-08,2.0,346023.709,0.778,1.864,47.561
Supergestion Balanceado - Clase C,ARS,2026-04-08,2.0,317898.898,0.76,1.605,46.166
Supergestion Balanceado - Clase D,ARS,2026-04-08,2.0,294202.518,0.778,1.864,47.561
Consultatio Renta Mixta - Clase A,ARS,2026-04-08,1.0,307121.847,0.865,10.718,51.933
Consultatio Renta Mixta - Clase B,ARS,2026-04-08,1.0,306488.473,0.865,10.718,51.933
Consultatio Renta Mixta - Clase C,ARS,2026-04-08,1.0,290037.757,0.857,10.583,51.244
FBA Retorno Total I - Clase A,ARS,2026-04-08,1.0,15522.059,0.223,1.695,10.175
FBA Retorno Total I - Clase B,ARS,2026-04-08,1.0,15850.692,0.228,1.763,10.451
GSS Energia - Clase A,ARS,2026-04-08,2.0,86591.52,0.835,2.83,26.268
GSS Energia - Clase B,ARS,2026-04-08,2.0,80644.297,0.82,2.623,25.311
GSS Energia - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
GSS Retorno Total - Clase A,ARS,2026-04-08,2.0,53945.189,1.152,10.356,44.221
GSS Retorno Total - Clase B,ARS,2026-04-08,2.0,120630.464,1.137,10.133,43.128
GSS Retorno Total - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia - Clase A,ARS,2026-04-08,2.0,20633.145,0.618,15.214,52.14
IEB Multiestrategia - Clase B,ARS,2026-04-08,2.0,97697.09,0.622,15.291,52.521
IEB Multiestrategia - Clase C,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1435.666,0.0,5.651,39.153
Optimum Global Investment Grade,ARS,2026-04-08,1.0,1313188.849,0.907,1.349,41.222
Optimum Global Renta Mixta,ARS,2026-04-08,1.0,10337.267,,,
Optimum Global Renta Mixta - Clase A,ARS,2026-04-08,1.0,827841.531,-0.046,-0.643,0.856
Supergestion - Clase A,ARS,2026-04-08,2.0,1262341.465,0.436,3.208,43.836
Supergestion - Clase B,ARS,2026-04-08,2.0,1525347.927,0.449,3.917,48.043
Supergestion - Clase C,ARS,2026-04-08,2.0,1398864.973,0.47,3.696,46.382
Supergestion - Clase D,ARS,2026-04-08,2.0,1398861.654,0.47,3.696,46.382
Supergestion - Clase F,ARS,2026-04-08,2.0,136705.649,0.494,4.044,48.225
Supergestion - Clase H,ARS,2026-04-08,2.0,37672.519,0.436,3.208,43.836
Supergestion - Clase I,ARS,2026-04-08,2.0,40392.029,0.449,3.389,44.777
Supergestion - Clase J,ARS,2026-04-08,2.0,42607.161,0.494,4.044,48.225
Fima Mix I - Clase A,ARS,2026-04-08,1.0,55973.271,0.77,-1.055,35.272
